filename,left_image,right_image,overall_description,is_text_in_left_image,is_text_in_right_image,are_images_connected,difficulty_in_understanding
20240101_172400.jpg,"A close up image of a traffic light meant for pedestrians and bicycles. The light has a stick figure of a human placed vertically above a drawing of a bicycle. Both are lit up in red, and inside the same circle.","A traffic light pole with 2 lights.  Currently  the top red light is lit up. The light is a pedestrian light, but the symbol on it looks phallic, 2  circles and a cylinder between them. It is presumably not meant to look phallic but the  distance blurs the actual figures on the light.","This image is funny because images of very regular things - a stick figure and a bicycle, get converted into  looking phallic from a distance.",,,,EASY
20240101_180335.jpg,"The image shows a woman sitting at a table in a restaruant pointing to chopsticks on her table. There is also a wine glass, a fork and a knief on her table.",The image shows a person using chopstick to pick up food from the cup. The person is not able to handle food with chopstick well and is dropping the food around the cup on the table.,"The image is satirical because even thought the woman is not able to eat food with chopstick properly, she chooses it over fork and knife to look sophisticaed.",,,,EASY
20240101_180155.jpg,a bactrian camel(two humped camel) is seen with a needle of its height in front of it and a quote written above the image,a saintly old man is shown holding some poster with some writings on it with a photo of a bactrian camel(two humped camel),"The image is ironic, because an old man with good looking clothes, symbolising him as rich, is showing a quote on the difficulty for a rich man to gain eternal life whereas the man has both long life meaning eternal life and good clothes meaning rich",TRUE,,,MEDIUM
20240101_180754.jpg,It is an e-ticket,It is an e-ticket printed on paper,"The images are ironic since even though e-tickets are provided to save resources like paper, people choose to print out e-tickets on large sheets of paper which leads to more wastage",TRUE,TRUE,,EASY
20240101_172838.jpg,"t-shirt with ""NONBINARY"" written on it.","t-shirt with ""NONBINARY"" written on it, with several customizable options for color and 2 gender options on the right","The image is ironic, as the t-shirt that says ""NONBINARY"" has only 2 options for gender on an online retail forum.",TRUE,TRUE,,EASY
20240101_180032.jpg,It is a man looking at an image of his cavity filled teeth,It is a man looking worried after seeing a microscopic hole in his car,The images are funny since they show how people are more worried about small damages to  things they can replace like cars but are not worried about permanent damages to their own health,,,,HARD
20240101_173024.jpg,The image shows a man with tattoos on both of his arms. He is wearing white T-shirt .,The image shows a closeup of an arm. The arm is shown to be very hairy and the hairs are wavy.,The image is funny because while from the distance it seems that the man has big tattoos on both of his arms upon a closer look at the arms it turns out there is no tattoo and what seemed to be tattoos are just hairs on his arm.,,,,EASY
20240101_180927.jpg,A father is hiding the eyes of his child so that he cannot see the private parts of women.,The father is roaming with his children in shirt showing his body.,Although the children is hiding his children's eyes from a women but he himself is roaming in shirt open which is showing his body.,,,,EASY
20240101_182328.jpg,"a bag with text ""eco-bag"" on it, probably made up of some eco-friendly materials like cotton or jute",a person carrying different products inside plastic containers or plastic wrapping in a carry bag,"The image is ironic, because people nowadays use eco-bag thinking them as safe for the environment but in turn use products which are harmful for the environment or are packaged in some non-biodegradable material",TRUE,,,EASY
20240101_182426.jpg,A desktop screen opened in a computer monitor.,"A desktop screen opened in a computer monitor on a table littered with used food packets, dirty plates, and wrappers","The image is ironical, as the folder icons on the desktop screen are very neatly arranged, while the person using the computer has littered the table with used food packets, dirty plates, and wrappers.",,,,EASY
20240101_181054.jpg,The image shows a boy playing music on his phone loudly. The image also shows another man annoyed by the loud music.,The image shows a man driving a car with the windows of the car rolled down. He has one of his hands on the steering wheel and the other hand hanging out of the window of the driver side of the car. The man is playing loud music in his car with the sound coming out of the car.,"The image is funny because while the man does not like the boy playing music loudly on his phone, the man himself is okay with doing the same thing with his car and playing loud music in the car with the sound coming out of the car.",,,,EASY
20240101_175759.jpg,a person writing his/her to-do list,a person zipping a dead body inside some cover,"The image is ironic, because in the first image it shows that someone plan their life in a to-do list but as the future is unknown anyone can never be sure whether he/she can complete their to-do lists",,,,EASY
20240101_173108.jpg,"a mountaineer climbing up the mountain, enjoying the view, birds are flying, rainbow is visible",a mountaineer is at the peak of the mountain but nothing is visible due to clouds,"The image is ironic, because the mountaineer climbs up the mountain to view the world from the peak but due to so much cloud, at the top, nothing is visible whereas he was able to witness some awesome views while climbing up the mountain",,,,EASY
20240101_175002.jpg,a nail clipper,a person biting their nails to cut them,"The image is ironic, because even after nail clippers are available people prefer biting their nails by teeth",,,,EASY
20240101_175541.jpg,"A man drawing a graffiti themed ""save Our earth"".","A can of paint, overflowing onto the grass. The paint seems to be harmful for insects.","The image is ironical, as the cans of paint used to make graffiti on the theme ""Save the Earth"" seems to be destroying the Earth when it overflows on the grass, as it is harmful for the flora and fauna, as can be seen from the dying insects.",TRUE,,,MEDIUM
20240101_173532.jpg,a man wearing shorts is not allowed at some hotel due to the prohibition board signaling no shorts allowed at the gate by the bodyguard at the gate,a man wearing shorts is not allowed at some hotel due to the prohibition board signaling no shorts allowed at the gate by the bodyguard at the gate but many girls are entering the same hotel wearing shorts,"The image is ironic, because the same hotel which is not allowing the man to enter in shorts is allowing many girls to enter the hotel in shorts displaying the dual face of the hotel management",,,,EASY
20240101_173647.jpg,"a person sitting in a flight seat, with a gaming console in the person's hands.","a person sitting in a flight seat, with a gaming console in the person's hands, with a message which shows ""No Internet, the game does not work without internet"".","The image is ironic, as the person is holding the game console to play a game during the flight. However, the person is unable to play the game, as the game requires internet (as is the case with many modern games), and internet is unavailable in many lights.",,TRUE,,EASY
20240101_181146.jpg,A regular ordinary cap that is meant to shield one's eyes from the sun,"A person wearing a cap backwards to look stylish. Sun is very brightly shining on their face, making them uncomfortable so they squint their eyes and use their hand to shadow their face from the sun.","This image is funny because a cap is MEANT to protect one's eyes from the sun, but this person is more interested in using it to look stylish, even if it makes them uncomfortable.",,,,EASY
20240101_174055.jpg,It is a man with a medal,There are many humans and animals with the same medal,The images are funny since they show a man who thinks he has made a great achievement by winning a medal and is proud while everyone around him has the same medal and have achieved the same thing as he has,,,,EASY
20240101_180658.jpg,It is a paper straw,It is paper straw in a plastic covering and a soft drink in a plastic cup,"The images are ironic since paper straws were invented to reduce use of plastic in the form of plastic straws. However, these straws come in plastic packages and are served with plastic cups, defeating  the purpose",,,,EASY
20240101_182249.jpg,"a new sparkling pen at some sale priced at around $2,065.00",someone with not so good handwriting giving his signature at some paper,"The image is ironic, because it conveys the message that even with the costliest of pens people handwriting remains the same",TRUE,TRUE,,EASY
20240101_175259.jpg,The image shows the bedroom of a child with various small toy cars and posters of cars on the wall. The child in the picture is also riding a bigger toy car.,The image shows a man annoyed by the slow traffic on his way as shown on the map while he is driving.,"The image is funny beaucse while the person as a child enjoyed being around cars, had various small toy cars and even rode a bigger toy car, as as grown up he does not enjoy being in a car during a traffic jam while he is driving .",,,,EASY
20240101_175009.jpg,It is a .png image of a hat with a transparent background,It is a man with a hat whose face is covered by a pattern,The images are funny since the .png image of the hat is supposed to have a transparent background but when the image is used for editing a mans picture it is seen that the background is not actually transparent and it ends up covering the face of the man in the other picture.,TRUE,,,EASY
20240101_181310.jpg,"It is a twitter account ""Yes, But"" that is crediting the actual owner ""@like_gudim"" for its posts","Image showing user blocked from following the page ""Yes, But""","The images are ironic since while the page ""Yes, But"" credits the original creator ""@like_gudim"" for its posts, the page ""Yes, But"" has blocked ""@like_gudim"" from following the page",TRUE,TRUE,,MEDIUM
20240101_181101.jpg,a slim woman,An apparently chubby woman sitting,"the image is funny, as from the front, the woman is apparently slim, but she looks chubby from the side.",,,,EASY
20240101_174225.jpg,"a woman and a man having their meals at some restaurant, with a plate of salad on the woman's side and a burger and french fries on the man's side on the table","a woman and a man having their meals at some restaurant, with a plate of salad on the woman's side and a burger and french fries on the man's side on the table and the woman is having the french fries from the man's plate",The image is ironic because in the first image it is shown that the woman has got salad for her but she is having french fries from the man's plate which displays that the girl is trying to show herself as health conscious by having a plate of salad for her but she wants to have to have fast food but rather than having them for herself she is taking some from other's plate,,,,EASY
20240101_182238.jpg,The image shows an annoyed woman talking to the representative in the call center on her mobile phone for over 23 minutes and 45 seconds.,"The image shows the chats of a person on their phone. There are a total of 53 unread chats. In the unanswered chats, the people on the other end are asking if this person got their message or if this person is ignoring them.","The image is ironical because while the woman is annoyed by the unresponsiveness of the call center, she herself is being unresponsive to many people in the chat.",TRUE,TRUE,,EASY
20240101_172731.jpg,"A box of healthy salad. The left quarter of its lid is transparent, revealing the greens inside.","A box of salad that has very little greens. Its left quarter area contains greens, and the other three quarters looks almost empty with only some salad dressing and some  bread crumbs in it.",Image is funny because the box of salad was marketed in a way that showed a lot more salad content than was really present inside it.,,,,EASY
20240101_173826.jpg,"The image shows an old man speaking into a microphone. The image also shows the man's expertise in several areas such as Astronomy, Math, Physics, TikTok, Philosophy and Life Experience. The man has 100% exepertise in all the areas except Tik Tok where he has less than 5% exepertise.","The image shows a you man speaking into several microphones. The image also shows the man's expertise in several areas such as Astronomy, Math, Physics, TikTok, Philosophy and Life Experience. The man has  less than 5% exepertise in all the areas except Tik Tok where he has 100% expertise.","The image is satirical beacause it shows that people with more tiktok expertise are treated more importantly than the ones who are expert in all the other areas but tiktok. Here, the number of microphones a man speaks into is indicative of his importance.",TRUE,TRUE,,EASY
20240101_181128.jpg,"The image shows a football player wearing a t-shirt under his blue jersey that says ""GOD IS GREAT"". The player is thinking that he will celebrate by showing the inner t-shirt with the text when he scores a goal.",The image shows the results of a football match after the 90 minutes are over. It shows that the team wearing the red jersey scored 3 goals whereas the team with blue jersey scored 0 goals. The red team has won the match.,"The image is funny because the player thinks that when he scores a goal he will thank the god and show his t-shirt saying ""GOD IS GREAT"" but he ends up not being able to score any goals meaning that God did not want him to score any goals.",TRUE,TRUE,,EASY
20240101_182638.jpg,"a chicken with a quote ""HAPPY CHICKEN"" in the background","chicken pieces packed in boxes with a logo of a chicken with name ""HAPPY CHICKEN"" printed on it","The image is ironic, because in the left image as in the logo it shows happy chicken but in the right image the chicken pieces are shown packed in boxes",TRUE,TRUE,,EASY
20240101_182357.jpg,It is a man with tattoos on his body,"It is a man in his underwear with tattoos on his knees, neck and hands only","The images are funny since it shows a man with tattoos on his exposed body parts in normal clothing gives the illusion that he has tattoos all over his body, but in reality, he has tattoos only on those few parts.",,,,EASY
20240101_173141.jpg,It is a robot,It is a human in a robot suit,"The images are ironic since we work to improve technology and build innovations like robots, but in the process we ourselves become less human and robotic in the way we function.",,,,MEDIUM
20240101_182308.jpg,The image shows a women exercising with a bar bell in a gym. She is wearing a sport outfit. She is crouching down on one leg doing a single leg squat with a bar bell.,The image shows the control panel inside of an elevator. The indicator for the first floor is green which means the button for the first floor was pressed. A hand is about to press the button for the second floor.,"The image is satirical because it shows that while people do various kinds of exercises and go to gym to stay fit, they avoid doing simplest of physical tasks like using stairs instead of elevators to get to even the first or the second floor of a building.",,TRUE,,EASY
20240101_180947.jpg,It is a car stopping to give way to queue of ducks crossing the road and allow them to cross safely,It is a man parking his car and entering a peking duck shop,The images are ironic since they show how a man supposedly cares for ducks since he stops his vehicle to give way to queue of ducks allowing them to safely cross a road but on the other hand he goes to a peking duck shop to buy and eat similar ducks after having them killed,,TRUE,,EASY
20240101_180851.jpg,The food is kept on a blanket in a garden.,Some bugs are attracting towards the food.,The Picture shows that although we enjoy food in garden but there are some consequences of eating food in garden. Many bugs and bees are attracted towards our food and make our food sometimes non-eatable.,,,,EASY
20240101_174708.jpg,The food is in the plate.,The food is flying.,The environment is feeling very relaxing in the right image but the consequence is that the food is flying die to powerful wind. So the person is not able to eat it properly.,,,,EASY
20240101_175602.jpg,The image shows a green peeler.,The image shows a ginger root with many branches and a complex shape.,"The image is funny because it suggests that while we have peelers to peel off the skin of many different fruits and vegetables, it is useless against a ginger which has a very complicated shape.",,,,EASY
20240101_175031.jpg,"The image shows a hand holding a gun like object that is shooting out money bills in the air. The man's cuffs are green,red and white.","The image showns a man crouching down to pick up fallen money bills on the ground. The man's cuffs are green, red and white.",The image is satirical because the man that is shooting money in the air causing a rain of money bills is the same person who is crouching down to collect the fallen dollar bills from the ground which makes the act of shooting bills in the air not so fun.,,,,MEDIUM
20240101_172351.jpg,The image shows a man overfilling his plate with different kinds of food from a self serving station with various items placed on it.,The image shows a plate full of food items. Most of the items seems untouched and few have been taken a bite from.,"The image is satirical because while the man overfils his plate with differnt food items, he ends up wasting almost all of it by not eating them or by taking just one bite out of them leaving the rest.",,,,EASY
20240101_172348.jpg,a person looking at a X-mas tree,a person looking at a X-mas tree on which various bulbs are put and are connected to electricity source,"The image is ironic, because in the first image a person is seen watching his decorated X-mas tree but in the second image it is shown that the tree is looking beautiful not due to its natural beauty but the bulbs connected via power decorated over it",,,,EASY
20240101_174757.jpg,A woman sipping from a cup in a cafe with her laptop,A woman sipping from a cup while looking at a nuclear blast from her desk,"The images are funny since it shows a woman simply sipping from a cup at ease in a cafe with her laptop not caring about anything going on outside the cafe even though the situation is very grave,that is, a nuclear blast",TRUE,,,EASY
20240101_173010.jpg,The image shows a shoe. The old of price of the shoe which was $120 has been crossed of and the new price is just $54.99.,"The image shows a part of the shoe, its new price and old, crossed off price and available sizes. The old price was $120 and the new price is $54.99. There are only 2 available sizes which are 35 and 47. These two sizes are the smallest and the largest respectively of all the available sizes.","The image is funny because while there is a big discount on the shoes inticing customer to buy them, the only available sizes are 35 and 47 which are the smalles and the largest meaning that a majority of the people can not buy the shoe because they won't fit.",TRUE,TRUE,,EASY
20240101_173921.jpg,"The weather during weekdays is sunny, shown using an image of the Sun.","The weather during weekends is rainy, shown using an image of a grey cloud with water drops.","The image is funny, as the weather is sunny during the weekdays, which are generally the days when people work in a job. People look forward to go outside and enjoy in the weekend, but due to an unexpected rainy weather, people will not be able to go outside.",TRUE,TRUE,TRUE,EASY
20240101_173552.jpg,It is a cup of coffee with latte art,It is a cup of coffee with its lid on top,The images are funny since it shows how someone has put effort into a cup of coffee to do latte art on it only for it to be invisible after a lid is put on the coffee cup before serving to a customer,,,,EASY
20240101_172339.jpg,A person in black formal suit and pants,"Legs of a person with black pants, and colorful socks with flowers and trees drawn on it.","The image is ironical, as the person wearing a formal black suit and pants, is wearing colorful socks, probably due to the reason that socks are not visible while wearing shoes, and hence, do not need to be formal.",,,,EASY
20240101_180802.jpg,"a man, wearing mask, protecting a puppy from fire, in the background, by covering it in a sheet of cloth",a puppy chained to a kennel,"The image is ironic, because in the left image the man is showing love and care for the puppy but in the right image the same puppy is shown to be chained in a kennel, which shows dual nature of human towards animals",,,,EASY
20240101_180037.jpg,a clear sky with sun and clouds,an electricity pole with a lot of wires over it,"The image is ironic, because in the first image clear sky is visible but in the second image the same view is getting blocked due to the electricity pole",,,,EASY
20240101_174119.jpg,"A person wearing a t-shirt that says ""You Only Live Once"" lying dead on the dance floor of a club probably due to drug overdose.",A crying baby,"The image is ironical, as the person is believes that ""You Only Live Once"" (as can be seen from the t-shirt), and hence drinks and parties a lot, and is dead probably due to drug overdose. However, it is shown that the person re-incarnates as a crying baby, which goes against the person's belief.",TRUE,,TRUE,HARD
20240101_172412.jpg,It is a woman with a pregnancy test showing positive results while a man is protesting against abortion,It is a man leaving his partner alone with her baby,"The images are ironic, since they show how men protest against abortion of babies but they choose to leave instead of taking care of the babies once they are born leaving the mother with neither a choice or support for raising a child",TRUE,,,EASY
20240101_172936.jpg,"A car approaching a Y junction, with the left fork empty, and the right fork filled with a line of cars.",A car trying to enter the right fork of a Y junction by cutting in between a line of cars. This kind of driving is generally not correct.,"This image is funny, as a car is approaching a Y junction, with the left fork empty, and the right fork filled with a line of cars. If it needs to go to the right, it should get behind the line of cars. However, in an attempt to probably go faster, the car tries to cut in line, leading to more traffic,  thereby increasing commute time.",,,,HARD
20240101_182413.jpg,a woman standing with some pose for photo at any auditorium with some program going on in her background at the stage with some hashtags written on the image at different places,a woman sitting on a chair and sleeping with her mouth open,"The image is ironic, because in the first image the woman is trying to show off how much she likes ballet dance performance by posting a photo attending some program but in the same program she is seen sleeping on the chair",TRUE,,,EASY
20240101_182252.jpg,Image of a person's tattoo that says 'vegan',Image of a scientist making tattoo ink using animal bones.,The irony in this video is that people try to promote and embrace veganism end up using products that are not animal-free.,TRUE,TRUE,,EASY
20240101_174853.jpg,"a lid or cap opening on a paper liquid container, probably tetra pack",folded end of tetra pack,"The image is ironic, because on the one side tetra packs have cap or lid for opening but on the other side the folded end seems inconvenient to handle",,,TRUE,MEDIUM
20240101_175531.jpg,a person pulling out a napkin from the box,a person pulling many napkin out of a box together,"The image is ironic, because even when there is a need of only one napkin but the napkins are so tightly packed that more than one napkin gets out sticked together",,,,EASY
20240101_180643.jpg,many different color currency notes' bundles,a board of game monopoly with many different color currency notes' bundles,"The image is ironic, because there are many different color currency notes' bundles but they are just as a currency in the game of monopoly and they have no real value",TRUE,TRUE,,EASY
20240101_182246.jpg,"a page of a book showing the image of a strawberry cake, along with its ingredients.","a cake on a plate, along with a bunch of used utensils to be washed.","The image is funny, as when making a strawberry cake using  a recipe book, the outcome is not quite what is expected, and one has to wash the used utensils afterwards as well.",TRUE,,,EASY
20240101_173219.jpg,The image is showing neat and clean shoes.,The image is showing dirty shocks.,The person's shocks is very dirty although the shoes are very clean. Thus there is an irony that not all things are same as they appear.,,,,EASY
20240101_173054.jpg,The image is just text with red font saying anti capitalist where the letter s in the capitalist is replaced with the dollar sign.,"A woman wearing glasses and a cap using laptop with the sign anti capitalist on it. The women has a phone, a camera and a cup on the table. She is working.","The overall image is ironical because the people who claim to be anticapitalist are the ones with a lot of capital as shown here. While the woman supports anticapitalism as shown by the sticker on the back of her laptop, she has a phone, a camera and a laptop all of which require money.",TRUE,TRUE,,EASY
20240101_172325.jpg,A tree decorated with lights all over it,Birds dazzled by many lights,The images are ironic since they show how putting a lot of lights as decorations on trees make them beautiful to look at for us but cause trouble to the birds who actually live on trees for no good reason,,,,EASY
20240101_181009.jpg,"a screenshot of an account creation page of some site with login details filled in such as username and create password and password strength checker showing password as ""strong""","a screenshot of a login page of some site with username filled in and the user about to click on ""Forget Password"" link as the pointer is over the link","The image is ironic, because people set such a strong passwords for their accounts that they even forget the password and need to reset them",TRUE,TRUE,,EASY
20240101_175808.jpg,"The image shows a text in beautiful font with flowers drawn around it. The text says ""Beauty Is Inside"".","The image shows a woman applying makeup after shower by looking at herself in the dressing mirror. A piece of paper that says ""Beauty is Inside"" is clipped to the top of the mirror.","The image is satirical because while the text on the paper says that beauty lies inside, the woman ignores the note and continues to apply makeup to improve her outer beauty.",TRUE,TRUE,,EASY
Screenshot_2024-01-01-17-55-08-129_com.twitter.android~2.jpg,It is a woman getting a full body massage from a masseuse.,It is a woman scratching her nose,"The images are funny since even though a woman goes for a full body massage expecting it to soothe her whole body, the design of a massage table is such that no matter how badly her nose itches, she cannot scratch it to soothe herself",,,,EASY
20240101_172417.jpg,a strong password for connecting Wifi on mobile.,4-digit PIN for online banking set to 1234.,"The image is ironical, as a person sets a strong password for Wifi, while setting a very simple 4-digit PIN (1234 here) for online banking, where a much higher level of security would be required instead.",TRUE,TRUE,,EASY
20240101_182549.jpg,An exercise bike,An exercise bike being used to hang clothes and other items,"The images are funny since they show an exercise bike has been bought but is not being used for its purpose, that is, exercising. It is rather being used to hang clothes, bags and other items",,,,EASY
20240101_172843.jpg,a person applying tape over a laptop's camera,a smartphone screen,"The image is ironic, because the person is seen as applying tape over laptop's camera over some privacy concerns but on the other hand he/she carries the phone without covering its camera",,,,EASY
20240101_175339.jpg,The image shows a man looking at his bed. His bed seems well made with blanket and pillow properly arranged on the mattress.,The image shows a man looking at his bed. The image also shows the actual blanket inside its cover on the bed. The blanked is all twisted inside the cover and is not properly set.,"The image is funny because while the bed seems to be well made with the blanket on top, the actual blanket inside the blanket cover is twisted and not properly set.",,,,EASY
20240101_173341.jpg,a couple cuddling together in a blanket,a couple feeling sweaty while cuddling together in a blanket,"The image is ironic, because after some time cuddling within a blanket raises the temperature which leads to inconvenience",,,,EASY
20240101_182235.jpg,a tattoo of a snake with its mouth wide open on someone's hand,a person standing on a chair trying save himself from the attack of snake and the snake is probably trying to climb up the chair,"The image is ironic, because in the first image the tattoo of a snake on someone's hand may give us a hint about how powerful or brave the person can be who is having this tattoo but in the second image the person with same tattoo is seen frightened due to a snake in his house",,,,EASY
20240101_174629.jpg,It is a step counting app showing that the user is only one step away from his daily target of 10000 steps,It is a step counting app showing that the user is 9999 step away from his daily target of 10000 steps,"The images are funny since they show how close the user is to hitting his daily target of 10000 steps, but as soon as it is midnight, the step counter resets and the user misses his daily target by one step. Once the clock resets he is 9999 steps away from his target",TRUE,TRUE,,EASY
20240101_182545.jpg,"The image shows a label saying ""BUY 2 GET 1 FREE"" which means that on a purchase of two unit of this product, the buyer would get one more unit for free.","The image shows two units of a product that is labelled ""BUY 2 GET 1 FREE"".","The image is funny because while there is an offer that lets the buyer have a free item if they buy two items of the product, there is only two units left which means that the buyer won't get the free unit.",TRUE,TRUE,,EASY
20240101_180312.jpg,it shows the count of followers on a random social media account,it shows the count of following on a random social media account,The image creates a comparison between the following and followers of a account which suggests that the person/organizations follows more people/organizations than being followed back,TRUE,TRUE,TRUE,EASY
20240101_172947.jpg,The image is showing branded clothes hanging on a wire.,"The image is showing a very old, dirty and broken house.",The image is ironic because although the clothes are of branded companies but they are hanging in very poor building.,TRUE,TRUE,,EASY
20240101_181415.jpg,The image shows a plate full of cookies. There is also a cookie box behind the plate. The cookie box behind the plate states number of calories as 160 in the nutrition facts table.,The image on the right shows an empty plate with the cookie box behind it. The cookie box behind the plate states number of calories as 160 for each serving in the nutrition facts table. It is also mentioned that a serving size is 3 cookies which comes out to be 34 grams.,"The image is funny because the full plate of cookies is hiding the entire nutrition facts leading readers to believe that the entire box of cookies amounts to just 160 calories but when all the cookies are eaten and the plate is empty, the rest of the nutrition table is visible which tells that each serving of cookies amounts to 160 calories where one serving consists of 3 cookies.",TRUE,TRUE,,EASY
20240101_180958.jpg,It is a view of a vehicles rear end as seen by a reverse camera being projected onto a screen,It is a man in his car looking back to ensure he is reversing his car safely,"The images are funny since even it shows how even though modern cars are fitted with features like reverse camera, drivers still choose to not use it and reverse the old fashioned way by looking behind",TRUE,,,EASY
20240101_180501.jpg,It shows a muscular male body with a turned off bulb,It shows a non athletic male body with a turned on bulb,"The images are funny because it shows the same body in two different lighting conditions, one where it appears muscular and one where it does not appear so. It shows how we can make the same thing appear appealing to others without it being as appealing in real life",TRUE,TRUE,,EASY
20240101_174213.jpg,a car painted in a camouflage color,a red color car crashing into a camouflage color car due to the background of green plants,"The image is ironic, because in the left image a car is painted in camouflage color but in the right image the same car is getting involved in accident to due to its color as other drivers face difficulty in recognizing the colors",,,,EASY
20240101_175745.jpg,an image of a scenic view on mobile,an image of a scenic view in portrait mode on a computer monitor.,"This image is funny, as when using the ""photos"" app on mobile, it shows you images perfectly, which fill the entire screen, but when viewing the same photos on the computer monitor, the same images have a very limited coverage of the screen.",TRUE,TRUE,,EASY
20240101_174958.jpg,a wheel locked with a bike lock on a poll,a bicycle locked on a pole,the irony is that people lock their bikes on poles where anyone can just lift the bike out of the pole,,,,EASY
20240101_172944.jpg,a poster suggesting a sale of 50% off on a particular day,"a post posted by a social media account, named as OnlineShop, 3 days ago showing an image of a poster suggesting a sale of 50% off on a particular day","The image is ironic, because the poster of sale at a store is posted 3 days ago on a social media account which means the sale which was for only one day has become over",TRUE,TRUE,,EASY
20240101_182503.jpg,a person underwater exploring the biodiversity under water,a person underwater watching people swimming in the water,"The image is ironic, because some people like to enjoy watching the biodiversity under water but they are not able to explore this due to excess crowd in such places where people like to play, swim etc. in water",,,,EASY
20240101_174123.jpg,The image shows a boy annoyed with studying maths. Behind him is a board with lots of shapes like  semi-circle and trapezoid drawn along with mathematical formulas like areas of circle. There is a graph of sinusodial curve also drawn on the board.,The image shows a boy wearing a cap with a skateboard in his hands. He is happy. In his background there is a skateboard park. In the background there is a person skateboarding on a semi cirular bowl. We also see bowls of other shapes like trapezoid and sine wave.,"The image is ironical beaucse while the boy does not enjoy studying mathematics and different geometric shapes like semi circle and trapezoid and graphs of trigonometric equations like that of a sine wave, he enjoys skateboarding on surfaces and bowls that are built based on the said geometric shapes and graphs of trigonometric equations.",TRUE,,,EASY
20240101_172902.jpg,Images of a man with pattern baldness,Three men with unusual hairstyles,The images are funny since they show how new hairstyles are closely resembling pattern baldness,,,,EASY
20240101_182541.jpg,They are nails with nail polish,"It is an image of a woman with scratches on her back, possibly due to the nails of the masseuse digging into her back","The images are funny since it shows that even though the polished and colorful long nails look pretty and fashionable, the hinder the masseuse's ability to do her job of providing relaxing massages and hurts her customers",,,,EASY
20240101_175119.jpg,a poster of some music band's world tour,a world map highlighting some parts as tour countries,"The image is ironic, because in the first image some musical band is showing its poster of world tour but in the right image only a few countries are highlighted as tour countries",TRUE,TRUE,,EASY
20240101_174848.jpg,It is a disposable shaving razor,It is a man shaving his beard with the same razor through multiple phases of his life,The images are funny since the show people end up using disposable razors for so long that they need not dispose it anymore.,TRUE,,,EASY
20240101_174107.jpg,a person is trying to remove the scratches on his car while crying on them,a person happily applies car decal or some logo on his car to make it look stylish,"The image is ironic, because the person who cries over the scratches on his car but applies stickers on his car happily which is quite dual nature of the person",,,,EASY
20240101_173748.jpg,It is a calendar marked with holidays and a planned vacation,It is a menstrual calendar with the menstruation days marked on it,The images are funny since they show how women plan out holidays with much care but their menstrual cycles ruin their plans by causing trouble due to bleeding and discomfort that occur during menstruation,TRUE,TRUE,,MEDIUM
20240101_172315.jpg,a pair of high heeled shoes,"A pair of feet, blistered and red, with bandages","The images are funny since they show how the prettiest footwears like high heels, end up causing a lot of physical discomfort to the user, all in the name fashion",,,,EASY
20240101_174548.jpg,a person undergoing a road accident,a person scanning a dead person for COVID,"the irony in the image comes from people trying to avoid covid, where a injured person is scanned for covid before they get help.",,TRUE,,EASY
20240101_173000.jpg,"The image shows a person wearing white gloves preparing a taco in their hand. There are several condiments on the table. There is also a note that says ""TACO 1$"" indicating that each taco is sold for only $1.",The image shows two people transacting $1 among them. One of them is wearing white gloves and one of them is not wearing any gloves.,"The image is satirical because the intention of wearing a glove while preparing food is to not let any germs and dirt from our hands get into the food, people do other tasks like collecting money from the customer wearing the same gloves and thus making the gloves themselves dirty.",TRUE,TRUE,,EASY
Screenshot_2024-01-01-18-12-18-789_com.twitter.android-edit.jpg,a person reading a book on a bed sitting next to a cat and some coffee,a person trying to skip reading the terms and conditions on the internet,the irony in this image is that people say that they like to read things while they instantly skip reading the terms and conditions when registering for anything online.,TRUE,TRUE,,EASY
20240101_173013.jpg,"A banner that says ""Drink more water"" with an image of a jug pouring water into a glass.",a very long queue in front of the public toilet,"The image is ironical, as the message ""Drink more water"" is meant to improve health, but in turn, it would lead to longer queues in front of public toilets, leading to people holding urine for longer periods, in turn leading to deterioration in health.",TRUE,,,MEDIUM
20240101_180636.jpg,a singer is singing in an orchestra on a stage,a singer is singing in an orchestra on a stage but the stage is very far from were the image is taken,"The image is ironic, because as the singer is performing in an orchestra but because there is so much crowd people at the back are not able to get a clear view of the singer",,,,MEDIUM
20240101_175859.jpg,people holding lighters in front of a woman holding an unburnt cigarette in her mouth.,people holding their noses on account of what appears to be bad smell coming out of a woman's mouth.,"The image is ironical, as people seem to be holding lighters to light up a woman's cigarette at an attempt to probably  impress her, while showing that the very same people are holding their noses on account of what appears to be bad smell coming out of the woman's mouth.",,,,EASY
20240101_172834.jpg,people traveling on the bus,a person sitting uncomfortably on a bus,the irony in this image is that the seat right above a bus' wheels is the most uncomfortable one.,,,,MEDIUM
20240101_173205.jpg,an image of home screen of a phone with 100% battery in red circle,an image of screen of a phone with a screenshot open with a low battery percentage,"The image is ironic, because",TRUE,TRUE,,EASY
20240101_174025.jpg,"It is a text saying ""i wish you were here"" indicating that someone is missing their partner",It is a man using his phone while using a toilet,"The images are funny since it shows how even though a man writes to his partner that he wishes she was there to show that he misses her, it would be inappropriate and gross if it were to happen literally as he is sitting on his toilet",TRUE,,,EASY
